"no","sun","ins","kal"
,"suweng","jamur",
,"suwing",,
,"suwuk",,
,"suwung",,
,"suyud",,
,"ta","atawa, eta",
,"taak","tidak mapan",
,"taar","jidat, dahi",
,"taat","taat",
,"tabah","terampil",
,"tabeat","tabiat",
,"tabeuh","menabuh",
,"tableg","tablig",
,"tabuh","pukul (waktu, jam)",
,"tacan","belum",
,"tadina","tadinya",
,"taek","naik, menaiki",
,"tagayur",,
,"tagen",,
,"tagiwur","gundah, gelisah (hati)",
,"tagog",,
,"tagoni",,
,"tahang",,
,"taheun",,
,"taheur","didih, mendidihkan (air)",
,"tai","tahi, kotoran",
,"tajen",,
,"tajil","buka, berbuka puasa, saat berbuka",
,"tajong",,
,"tajug","masjid kecil",
,"tajur",,
,"takabur","tekebur",
,"takajar","tanah milik",
,"takbiran","takbiran",
,"taker","takar",
,"takis","tangkis",
,"taki-taki","siap-siap, bersiaga",
,"takol","memukul",
,"takrah-tokroh",,
,"taktak","pundak",
,"talab",,
,"talaga","telaga, danau",
,"talahab","atap bambu",
,"talajak","tingkah laku",
,"talang","saluran air",
,"talangke","kurang gesit",
,"talangsara","menderita",
,"talapok","kuku kuda",
,"talapung","menendang",
,"talar","mencongak, pidato",
,"talari","tradisi",
,"talatah","amanah",
,"talawengkar",,
,"talayah","terlantar",
,"taledor","lalai, gegabah",
,"talek","tanya kesanggupannya",
,"talen","uang logam",
,"talenan","sengkalan, alas mengiris",
,"talengteng",,
,"taleot","sempritan dari tanah",
,"talete","teliti, seksama",
,"taleus","talas, keladi",
,"talikung","tangan diikat kebelakang",
,"talimbeng",,
,"talinga",,
,"talingeuh",,
,"talipak",,
,"taliti","teliti",
,"talobeh",,
,"talu","nabuh gamelan",
,"talun","kebun buah",
,"talungtik","nyelidiki, mengusut",
,"talutug","tiang pagar",
,"tama atau toma",,
,"tamada atau tomada",,
,"tamaha",,
,"tamas",,
,"tamba",,
,"tambag",,
,"tambaga","tembaga",
,"tambalang",,
,"tambang","tali tambang",
,"tambarakan","rakus (terhadap makan)",
,"tambelar",,
,"tambih","tambah",
,"tambleg","kuat, tetap pada tempatnya (ketika ditabrak/ditimpa)",
,"tambleg","kuat, tetap pada tempatnya (ketika ditabrak/ditimpa)",
,"tamblog",,
,"tambru",,
,"tambuh",,
,"tambul","makan, memakan (lauk tanpa nasi)",
,"tambusu",,
,"tambut","pinjam, meminjam",
,"tameng","tameng, perisai",
,"tameuh",,
,"tamiang","bambu kecil tipis (bahan membuat suling Sunda)",
,"tampa","terima, menerima",
,"tampah",,
,"tampek",,
,"tamper","endap, mengendapkan (sesuatu dari cairan)",
,"tampeu",,
,"tampi","terima, menerima",
,"tampian","tempat mencuci, mengambil air di mata air",
,"tampik","tolak, menolak",
,"tampiling","tampar, menampar (muka dengan tangan)",
,"tamping",,
,"tampir",,
,"tamplok",,
,"tampol",,
,"tampolana",,
,"tampolong",,
,"tamprak","buka, membuka (telapak tangan untuk menerima / meminta sesuatu)",
,"tampuyak",,
,"tamu","tamu",
,"tanaga","tenaga",
,"tanceb","tancap, menancap",
,"tandang","tanding, bertanding, juang, berjuang",
,"tandasa","teraniaya",
,"tande",,
,"tandes",,
,"tanding","tanding, menandingi",
,"tandon",,
,"tanduk","tanduk",
,"tandur","tanam, menanam (padi)",
,"taneuh","tanah",
,"taneuhna","tanahnya",
,"tangar",,
,"tangara",,
,"tangeh",,
,"tangen",,
,"tanggah","tatap, menatap (ke atas, menghadapkan muka ke atas)",
,"tanggal","tanggal",
,"tanggap","tanggap, menanggapi",
,"tanggay","kuku",
,"tanggel","tanggung (jawab)",
,"tangginas","tangkas, cepat bertindak",
,"tanggoh",,
,"tanggung","tanggung, menanggung (di pundak)",
,"tangkal","pohon",
,"tangkarak","terlentang",
,"tangkel",,
,"tangkep","tangkap, menangkap",
,"tangkepan","tangkapan",
,"tangkes","tangkas, cepat bertindak",
,"tangkeup","peluk, memeluk",
,"tangkod",,
,"tangkorek",,
,"tangkub",,
,"tangkur",,
,"tangreu",,
,"tangsel",,
,"tangtayung","lindung, melindungi",
,"tangting",,
,"tangtos","tentu, sudah tentu",
,"tangtosna","tentunya",
,"tangtu","tentu, sudah tentu",
,"tangtuna","tentu",
,"tangtung","berdiri, mendirikan",
,"tanjak","tanjak, menanjak",
,"tanjeur",,
,"tanpa-daksa","tanpa daksa",
,"tansah",,
,"tanya","tanya, bertanya",
,"tapak","bekas, tapak",
,"tapas","tapas, sabut kelapa",
,"tapaut",,
,"tapel","lekat, melekatkan",
,"tapi","tapi, tetapi",
,"tapis","sigap",
,"taplok",,
,"tapuk",,
,"tara","tidak pernah",
,"tarabas",,
,"taraf","taraf",
,"taragal",,
,"tarahal",,
,"tarajang","timpa, menimpa",
,"taraje",,
,"taraju",,
,"tarampil",,
,"taram-taram",,
,"tarang","kening",
,"taranjang","telanjang",
,"tarapti","teliti",
,"tarasi","terasi",
,"taratas",,
,"taraweh","tarawih (sholat)",
,"tarekah","usaha, upaya",
,"tarengtong",,
,"taretes",,
,"tarigu","terigu",
,"tarik","keras (suara), tarik menarik",
,"taringgul",,
,"tarjamah","terjemah",
,"taroh",,
,"taroh",,
,"tarok",,
,"taros","tanya, bertanya",
,"tartib","tertib, teratur",
,"tarucing","tebak, tebakan",
,"tarujun",,
,"taruk",,
,"tarumpah","terompah, bakiak",
,"tarung","tarung, kelahi",
,"tas, entas",,
,"tasbe",,
,"tasik",,
,"tasma","kacamata",
,"tataban",,
,"tatag",,
,"tatah","asah, asahan (pisau, golok)",
,"tatakan","alas, baki",
,"tatal",,
,"tatalepa",,
,"tataman","bercocok-tanam",
,"tatanen","pertanian",
,"tatangga","tetangga",
,"tatangkalan","pepohonan",
,"tatap",,
,"tatar",,
,"tatu","luka",
,"taud",,
,"taun","tahun",
,"taur",,
,"tawakup",,
,"tawehwoh",,
,"tawekal","tawakal",
,"taweuran",,
,"tawing",,
,"tawis",,
,"tawu",,
,"tawur",,
,"taya","tidak ada, tak ada",
,"teang","cari, mencari",
,"teangan","cari",
,"teba",,
,"tebak","tiup, tertiup (angin)",
,"tebar",,
,"tebas",,
,"tebeh",,
,"tebeng",,
,"tebih","jauh (jarak)",
,"tece",,
,"teda","makan, memakan",
,"tedak",,
,"tedun","memenuhi (keinginan)",
,"teep",,
,"tees",,
,"teg",,
,"tega","tega (berbuat sesuatu)",
,"tegal","tanah lapang",
,"tegar","tegar",
,"tegel",,
,"tegep","tegap",
,"teger","tegar",
,"teger","tegar",
,"teges","tegas",
,"tegor","tegur, menengur",
,"tegtog","plin-plan",
,"teguh","teguh",
,"teja",,
,"tejeh",,
,"teka",,
,"teke",,
,"teken",,
,"teknik","teknik",
,"tek-tek",,
,"teku",,
,"tel",,
,"telah",,
,"telas",,
,"telebug",,
,"teleg","telan, menelan",
,"telejeng",,
,"telek",,
,"telekung",,
,"teleng",,
,"telenges","semena-mena",
,"teler",,
,"telih",,
,"telik",,
,"teluh","teluh, sihir",
,"tema",,
,"tembal","jawab, menjawab",
,"tembalna","jawabnya",
,"temblog",,
,"tembong","muncul, terlihat",
,"tembrak","terlihat jelas",
,"tembres",,
,"temen",,
,"temon",,
,"tempas","memotong perkataan lawan bicara",
,"tempatna","tempatnya",
,"tempo","lihat, melihat",
,"tempuh",,
,"temu",,
,"tendok",,
,"tengange",,
,"tenga-tengo",,
,"tenge",,
,"tengen",,
,"tenget",,
,"tenggak",,
,"tenggang",,
,"tenggek","leher",
,"tenggek",,
,"tenggel","telak",
,"tenggeng",,
,"tenggor",,
,"tengkas",,
,"tengkep",,
,"tengteng",,
,"tengtet",,
,"tengtrem",,
,"tenjo","lihat, melihat",
,"tenjrag",,
,"tepa","tular, menular",
,"tepak","tepak, tepuk",
,"tepang","bertemu",
,"tepang","bertemu",
,"tepas","teras",
,"tepi atau nepi","tiba, sampai (di tujuan)",
,"tepis wiring",,
,"teplak",,
,"tepung","jumpa, sua",
,"ter",,
,"terah",,
,"terang","tahu",
,"terap","terap, menerapkan",
,"teras","terus, lanjut",
,"tere",,
,"tereb",,
,"teregteg",,
,"tereh","sebentar lagi",
,"terejel",,
,"terekel",,
,"tereleng",,
,"teros",,
,"tetebah",,
,"teteg",,
,"teteh","kakak perempuan",
,"tetek",,
,"tetek",,
,"tetekon",,
,"tetel",,
,"tetela","nyata, ternyata",
,"tetelar",,
,"tetelepek",,
,"tetelo","tetelo, penyakit ayam",
,"tetep",,
,"teter",,
,"teu atau henteu","tak, tidak",
,"teuas","keras",
,"teueul",,
,"teugeug",,
,"teuing","tidak tahu",
,"teukteuk","potong, memotong",
,"teuleum","selam, menyelam",
,"teumbag",,
,"teumbleuh",,
,"teundeun","simpan, menyimpan",
,"teundeut",,
,"teuneung","mandiri (karena sudah dewasa)",
,"teunggar",,
,"teunggeul","pukul, memukul",
,"teupa",,
,"teurab","sendawa, bersendawa (suara dari dalam tenggorokan akibat kenyang)",
,"teurak","ampuh, mumpuni (suatu alat terhadap bahannya)",
,"teureugeus",,
,"teureuh",,
,"teureuy","telan, menelan",
,"tewek",,
,"ti","dari",
,"tiap","tiap, setiap",
,"tiasa","bisa, dapat, mampu",
,"tiban",,
,"tibelat","rindu, kangen, ingat selalu",
,"tibra","lelap (tidur)",
,"tibuburanjat","terburu-buru (karena kaget)",
,"ticatrok",,
,"tideresa",,
,"tideuha",,
,"tidikes",,
,"tigas",,
,"tigerat",,
,"tigin",,
,"tihang","tiang",
,"tihothat",,
,"tiir","tusuk, menusuk (sate)",
,"tiis","dingin",
,"tijalikeuh",,
,"tikah","tikah (nikah)",
,"tikel","lipat, melipat",
,"tikoro","tenggorokan",
,"tikreuh",,
,"tiktikbrek","sakit-sakitan",
,"tikukur","burung perkutut",
,"tilam","alas, dasar",
,"tilar","meninggal (dunia)",
,"tilas","bekas",
,"tileng",,
,"tilep","lipat, melipat",
,"tilik",,
,"tilu","tiga",
,"timbangan","timbangan",
,"timbel","nasi putih dibungkus daun pisang",
,"timbulna","timbulnya",
,"timburu","cemburu",
,"timu","temu, menemukan",
,"timus",,
,"tina","dari",
,"tinangtos","tentu",
,"tincak","injak, menginjak",
,"tindes","gencet, mengencet (dengan buku jari tangan)",
,"tineung","asih, sayang",
,"tingal","lihat, melihat",
,"tingali","lihat, melihat",
,"tinggaleun","tertinggal",
,"tinggang","timpa, menimpa",
,"tinggar",,
,"tingkah","tingkah",
,"tingkatkeun","tingkatkan",
,"tingker","kepung",
,"tingkes",,
,"tinimbang","daripada",
,"tinun","tenun",
,"tinyuh","seduh",
,"tipu","tipu",
,"tipung","tepung",
,"tiris","dingin",
,"tiron","salin, contek",
,"tisi",,
,"titah","suruh",
,"titen","sebut, menyebutkan (nama-nama)",
,"titilar","peninggalan",
,"titir",,
,"titirah",,
,"titiran",,
,"titis",,
,"titis-tulis",,
,"tiung","kerudung",
,"tiwas","tewas",
,"tiwu","tebu",
,"toa","megafon, amplifier (pengeras suara dari masjid)",
,"tobas",,
,"toblong",,
,"tobros",,
,"todel","senggol",
,"toel",,
,"togencang",,
,"togmol","blak-blakan",
,"toh",,
,"tohaga",,
,"tohok",,
,"tojaiah",,
,"tojo",,
,"tojos","tusuk, menusuk (dengan benda runcing)",
,"toker",,
,"toko","toko",
,"toktrok",,
,"tolad",,
,"tolas",,
,"toleransi","toleransi",
,"tolih",,
,"tolog",,
,"tolok",,
,"tolol","muncul, terlihat",
,"tolombong",,
,"tolonjong",,
,"tomada",,
,"tombok","bayar kekurangan",
,"tompel",,
,"tomplok",,
,"tompo",,
,"tong","jangan",
,"tonggar",,
,"tonggeng","posisi ruku",
,"tonggeret",,
,"tonggoh","daerah atas, hulu",
,"tonggong","punggung",
,"tonggoy",,
,"tongkrong",,
,"tongtak",,
,"tongtolang",,
,"tongtorogong",,
,"tongtot",,
,"tonjok","tonjok",
,"tonjol","tonjol",
,"toong","intip, mengintip",
,"top",,
,"topek",,
,"torad",,
,"torah",,
,"torek","tuli",
,"torobos","terobos",
,"torog",,
,"torojogan",,
,"toroktok",,
,"toron",,
,"torong",,
,"torowongan","terowongan",
,"torta",,
,"tos","sudah",
,"tosblong",,
,"totog",,
,"totonde",,
,"totopong",,
,"totor",,
,"totos",,
,"toweksa",,
,"towong",,
,"tradisi","tradisi",
,"tresna",,
,"tret","tulis, menulis",
,"trong",,
,"tuang","makan",
,"tuar",,
,"tubles",,
,"tuding","tuding, tuduh",
,"tuduh","tuding, tuduh",
,"tudung","alat untuk menutupi sesuatu",
,"tugar",,
,"tugas","tugas",
,"tugel",,
,"tugenah",,
,"tuhu",,
,"tuhur",,
,"tujuan","tujuan",
,"tujuanana","tujuannya",
,"tukang","belakang",
,"tukangeunana","belakangnya",
,"tukeur","tukar",
,"tukik",,
,"tukil",,
,"tukuh",,
,"tukung",,
,"tulad",,
,"tulak","kunci pintu",
,"tulale",,
,"tulaten","telaten",
,"tulen","asli, tulen",
,"tulung",,
,"tulup",,
,"tulus","jadi, berlanjut",
,"tuluy",,
,"tuman",,
,"tumaninah",,
,"tumbak",,
,"tumbila",,
,"tumbu",,
,"tumpak","naik, menaiki (kendaraan)",
,"tumpang",,
,"tumpes","tumpas",
,"tumpi",,
,"tumpra",,
,"tumpur",,
,"tumut",,
,"tumuwuhna","tumbuhnya",
,"tuncal",,
,"tunda","simpan, menyimpan (barang, waktu)",
,"tunduh","mengantuk",
,"tundung","usir, diusir",
,"tunggal",,
,"tunggara","sengsara",
,"tunggilis",,
,"tunggir",,
,"tungi",,
,"tungkeb",,
,"tungkik",,
,"tungkul","tunduk, menundukkan (kepala)",
,"tungkup",,
,"tungkus",,
,"tungtun","tuntun, menuntun",
,"tungtung","ujung, akhir",
,"tungtungna","ujungnya",
,"tungtut","tuntut",
,"tungtutan","tuntutan",
,"tunjang",,
,"tur","dan, juga",
,"turaes",,
,"turas",,
,"turiang",,
,"turih",,
,"turub","alat penutup",
,"turubuk",,
,"turucing",,
,"turugtug",,
,"turug-turug",,
,"turunan","turunan",
,"turundul",,
,"turuy",,
,"tutas",,
,"tutu",,
,"tutug",,
,"tutuganana","kakinya (gunung)",
,"tutuh",,
,"tutul",,
,"tutung","gosong (hitam terbakar)",
,"tutupan","tertutup",
,"tutur","ikut, mengikuti",
,"tutut",,
,"tuur",,
,"tuus","kering",
,"tuwuh",,
,"tuyun",,
,"tuyung",,
,"ua","kakak ibu/ayah",
,"uar","pemberitahuan",
,"ubar","obat",
,"ubek","cari sesuatu kemana-mana",
,"ubeng","keliling",
,"ubrak-abrik","ngobrak-ngabrik",
,"ubruk","bangunan sementara",
,"ucah-aceh","menyebarkan rahasia",
,"ucing","kucing",
,"ucul","lepas",
,"udag","kejar",
,"udar","lepas (tali)",
,"udeg-udeg","buyut, kakek kita",
,"udel","pusar",
,"udud","merokok",
,"udug","sangat banyak",
,"uduh","empuk, rapuh",
,"udunan","iuran",
,"udur","sakit",
,"uga","tujuan/ramalan penting",
,"uger","tambat",
,"ugung","memanjakan",
,"ujar","ucap, kata",
,"ujrat","wajar, apa adanya",
,"ujub","takabur",
,"ujug-ujug","tiba-tiba, sekonyong-konyong",
,"ujung","tanjung",
,"ujur","tidak beres",
,"ulah","jangan",
,"ulang","mengayunkan",
,"ulas","diusap dengan benda cair",
,"ulat","roman muka",
,"ulukutek","diam saja di rumah",
,"umum","umum",
,"undang-undang","undang-undang",
,"undur","meninggalkan setelah menghadap",
,"unek","dendam/ ingin membalas",
,"ungang","timbang-timbang dulu biar tidak menyinggung",
,"ungel","bunyi",
,"unggah","naik ke tempat tinggi",
,"unggal","tiap-tiap, saban",
,"ungger","goyang (gigi)",
,"unggeuk","mengangguk",
,"unggul","menang/lebih, unggul",
,"unggut","gerak",
,"unghak","menghina orang yang  lebih tua",
,"ungkab","membuka, mengungkap",
,"ungkara","susunan kata jadi kalimat",
,"ungku","saling peruk menangis",
,"ungkul","melebihi",
,"uni","isi, arti, bunyi",
,"uninga","mengetahui",
,"untun","kepang (rambut)",
,"untup","perasaan unggul dari lawan",
,"untuy","antri",
,"upadi","apalagi",
,"upah","menghibur",
,"upama","kalau, ibarat",
,"upamana","umpamanya",
,"upami","kalau",
,"upat","menceritakan orang lain",
,"uplek","asyik",
,"urang","orang, mengajak",
,"urang","saya",
,"ured","menjerat",
,"urek","kail untuk tangkap belut",
,"uru-ara","huru-hara",
,"urug","longsor",
,"urusan","urusan",
,"usum","musim",
,"utamana","utamanya",
,"utamina","utamanya",
,"uyut","bapaknya kakek",
,"waka","jangan dulu",
,"wakca","terus terang",
,"wakil","wakil",
,"wakil-wakilna","wakil-wakilnya",
,"waktosna","waktunya",
,"waktu","waktu",
,"wakwak","marah dengan suara keras",
,"walagri","sehat wal'afiat",
,"walah","kewalahan",
,"walahir","tidak ada hubungan saudara",
,"walajar","membajak sawah",
,"walakaya","tidak berdaya",
,"walatra","rata mendapat bagian",
,"waleh","terus terang",
,"wales","parah",
,"walikat","belikat",
,"walirang","belerang",
,"walon","membalas",
,"walungan","sungai",
,"walurat","miskin, melarat",
,"wancah","singkat, ringkas",
,"wanci","waktu",
,"wanda","roman muka dan bentuk badan",
,"wande","tentu, pasti",
,"wangen","batas",
,"wangkelang","bengal, keras kepala",
,"wangkid","waktu, saat",
,"wangkong","gambar pada layang-layang",
,"wangsir","petunjuk, nasihat",
,"wangsul","pulang",
,"wangun","bentuk, bangun",
,"wangwang","menerka, mengiraa-ngira",
,"wani","berani",
,"wanoh","kenal, akrab",
,"wanoja-wanoja","wanita-wanita",
,"wanter","tidak pemalu",
,"wanti-wanti","sangat, tiada bandingnya",
,"wantun","berani",
,"waos","gigi",
,"waragad","biaya, ongkos",
,"waragadna","biayanya",
,"warah","mengajar, mendidik",
,"warang","besan",
,"waras","sehat",
,"wara-wiri","mondar-mandir",
,"wareg","kenyang",
,"wareg","kenyang",
,"wareh","sebagian",
,"warga","saudara",
,"wargi","saudara, famili",
,"warirang","belerang",
,"warnana","warnanya",
,"waro","mengikuti perintah",
,"warsi","tahun",
,"wartos","kabar, berita",
,"waruga","badan, raga",
,"wasa","tidak kuasa",
,"wasta","nama",
,"wasuh","cuci kaki",
,"waswas","ragu-ragu",
,"watara","beberapa",
,"watek","pembawaan, bakat",
,"wates","batas",
,"watesan-watesan","batasan-batasan",
,"watir","kasihan",
,"wawa","tidak tahan (penyakit)",
,"wawadukan","bohong-bohongan",
,"wawakil","perwakilan",
,"wawar","umumkan",
,"wawayagon","asal saja, kurang kokoh",
,"wawuh","kenal",
,"wayah","waktu",
,"wayuh","punya istri lebih dari satu",
,"wedak","bedak",
,"wedal","keluar, terbit, lahir",
,"wedang","air nira sudah digodok",
,"wedel","kuat, kokoh",
,"wedet","kerabat, famili",
,"weduk","kebal terhadap senjata",
,"wegah","enggan, segan",
,"welah","mendayung",
,"welas","iba, kasihan",
,"weleh","tidak....saja",
,"wenang","boleh, berhak",
,"weneh","secara kebetulan melihat",
,"wengi","malam",
,"wengkang","mengokang, membidik",
,"wengku","penguat bibir anyaman",
,"wening","bersih",
,"wentar","terkenal, termashur",
,"wentis","betis",
,"wera","marah",
,"werat","bisa, mampu, berani",
,"weredon","mengurusi mayat",
,"werit","rawan",
,"weruh","tahu",
,"weswes","makan yang kelaparan",
,"wetan","timur",
,"weudeu","tidak jera",
,"weureu","keracunan makanan",
,"weuteuh","baru, utuh",
,"weweg","kuat, kokoh",
,"wewel","menjejal ke dalam mulut",
,"wewengkon","daerah",
,"weya","gegabah",
,"wianjana","konsonan, huruf mati",
,"wiat","titip",
,"wiati","angkasa",
,"widak","enam puluh",
,"widang","bidang",
,"wide","kerai",
,"widi","izin",
,"wijaksana","bijaksana",
,"wijen","bijan",
,"wiku","biksu, pendeta, pertapa",
,"wilah","membelah bambu",
,"wilang","hitung",
,"wilayat","pegawai, bawahan",
,"wilujeng","selamat",
,"wilujeng","selamat",
,"Wilujeng Sumping","Selamat Datang",
,"winaya","pendidikan, pengajaran",
,"wincik","merinci",
,"wirahma","irama",
,"wirang","sangat/mendapat  malu",
,"wirasat","firasat",
,"wireh","oleh sebab, karena",
,"wisaya","jerat, fitnah",
,"wisesa","kuasa",
,"wisik","mengajarkan ilmu kebatinan",
,"wisnu, tanda wisnu","wisnu",
,"wistara","ketahuan",
,"wisuna","menghasut",
,"wiwaha","pertimbangan",
,"wiwis","kencing (anak)",
,"wiwitan","permulaan, awal",
,"wiwiw","menangis lama",
,"wondening","kalau, umpama",
,"wowoy","memanjakan",
,"wudu","bisa",
,"wujudna","wujudnya",
,"wujuk","bujuk, merayu",
,"wulang","mengajar",
,"wulu","wudu",
,"wuluku","bajak, luku",
,"wulung","hitam",
,"wungkul","saja, melulu, doang",
,"wungu","ungu",
,"wuruk","mengajar",
,"wuwuh","tambah, semakin",
,"wuwung","bubungan",
,"wuyung","prihatin, rindu dendam",
,"yaksa","raksasa",
,"yaktos","sungguh",
,"yang","dewa, hiang",
,"yasa","dapat, jasa",
,"yatna","hati-hati",
,"yen","bahwa",
,"yuda","perang",
,"yuga","menyebabkan lahir",
,"yuni","punya sifat",
,"yuswa","umur",
,"yuta","sejuta",
,"yuyu","ketam",
